Transaction ID,Timestamp,Item ID,Supplier ID,Customer ID,Location,Temperature,Humidity,GPS Coordinates,Order Amount,Quantity Shipped,Order Status,Payment Status,Time to Delivery,Quantity Mismatch,Fraud Indicator,Transaction Hash,Smart Contract Status,Compliance Check
TX06380,58:29.8,9631,S8,C9,Chicago,10.26055475,75.66104456,"(39.7496, -84.7697)",2698,185,Shipped,Paid,4,7,1,0x91f3,Triggered,0
TX06381,58:29.8,9823,S8,C6,NY,17.41571519,48.53657784,"(41.9243, -77.0602)",1506,55,Delivered,Paid,9,14,0,0x4c70,Completed,0
TX06382,58:29.8,9832,S1,C10,LA,13.11151157,62.71401137,"(39.7105, -107.5111)",1656,67,Shipped,Paid,2,1,1,0xa2ff,Active,1
TX06383,58:29.8,9092,S6,C3,LA,8.45154769,56.24321233,"(34.3497, -95.0141)",1166,176,Pending,Overdue,2,6,1,0xcc66,Completed,1
TX06384,58:29.8,9504,S9,C3,Chicago,7.052468122,63.25397133,"(40.1278, -119.5219)",2514,191,Delivered,Paid,1,3,1,0x39ec,Triggered,0
TX06385,58:29.8,9597,S8,C4,SF,19.78268772,59.91451257,"(38.1984, -80.27)",1131,197,Shipped,Overdue,1,5,0,0x3414,Active,0
TX06386,58:29.8,9335,S3,C10,LA,5.262098225,40.08189243,"(39.0977, -89.2299)",2199,162,Pending,Overdue,8,0,1,0x011c,Triggered,1
TX06387,58:29.8,9424,S1,C10,Chicago,19.00160045,54.05329499,"(37.7947, -77.5582)",2478,136,Shipped,Overdue,3,0,1,0x74c8,Active,0
TX06388,58:29.8,9498,S2,C8,Chicago,8.274549518,40.44868625,"(36.9972, -102.9406)",2583,111,Shipped,Overdue,1,6,1,0x673d,Active,0
TX06389,58:29.8,9363,S2,C10,SF,14.86324299,67.33466139,"(38.1419, -93.6331)",1337,107,Delivered,Paid,2,6,0,0xc7da,Active,0
TX06390,58:29.8,9946,S7,C9,Chicago,9.522987884,74.13983221,"(38.2994, -83.1616)",2524,193,Shipped,Paid,4,6,1,0xb047,Triggered,1
TX06391,58:29.8,9629,S6,C8,Chicago,17.89715618,55.38857847,"(40.6761, -114.0751)",1875,196,Delivered,Paid,4,2,0,0x36a1,Triggered,1
TX06392,58:29.8,9744,S2,C10,Chicago,13.15167983,60.9920815,"(38.7693, -75.7245)",1061,185,Delivered,Paid,7,5,1,0x472e,Completed,1
TX06393,58:29.8,9198,S8,C2,Chicago,7.11586634,42.63349389,"(38.7973, -89.0326)",2150,166,Shipped,Overdue,7,9,1,0x3629,Triggered,0
TX06394,58:29.8,9717,S9,C4,Chicago,9.047525007,55.40789635,"(40.891, -81.0029)",1022,65,Delivered,Overdue,9,7,0,0xb261,Completed,1
TX06395,58:29.8,9412,S7,C4,Chicago,9.804778604,45.55441626,"(34.1375, -109.2255)",2211,190,Delivered,Paid,9,7,1,0x7008,Triggered,1
TX06396,58:29.8,9338,S4,C2,LA,18.28883547,42.58807356,"(40.903, -89.9805)",2691,163,Delivered,Overdue,5,11,0,0xd14e,Triggered,0
TX06397,58:29.8,9658,S1,C8,NY,16.50107628,46.8813259,"(39.0536, -81.3025)",2128,190,Delivered,Paid,8,7,0,0x1ecf,Completed,1
TX06398,58:29.8,9961,S4,C3,SF,17.44380969,74.83375774,"(40.4524, -86.1892)",1297,132,Shipped,Paid,8,9,1,0x47f9,Completed,1
TX06399,58:29.8,9936,S4,C2,NY,5.783782818,79.28817613,"(34.3788, -84.8255)",2763,87,Delivered,Overdue,2,6,1,0xd75d,Triggered,1
TX06400,58:29.8,9428,S8,C7,SF,13.68173308,75.16856531,"(35.6049, -118.8296)",2189,193,Shipped,Overdue,1,3,0,0x7ae4,Triggered,0
TX06401,58:29.8,9782,S4,C1,NY,19.98765396,78.78681887,"(37.9351, -77.5938)",1850,95,Pending,Overdue,7,4,1,0xdda3,Active,0
TX06402,58:29.8,9898,S4,C6,SF,16.77799459,69.23227206,"(41.0916, -75.8074)",2009,163,Shipped,Overdue,6,5,1,0x1406,Triggered,0
TX06403,58:29.8,9138,S2,C3,Chicago,6.810615221,46.38821999,"(35.9723, -88.7073)",1057,193,Delivered,Paid,5,0,1,0xa1f8,Triggered,1
TX06404,58:29.8,9692,S10,C3,NY,15.18227251,62.52681812,"(34.4468, -83.8446)",1446,60,Delivered,Paid,4,1,1,0xd2c2,Active,0
TX06405,58:29.8,9941,S7,C5,NY,16.17985731,69.26384279,"(38.1901, -75.1671)",1442,64,Pending,Overdue,5,5,1,0x7edf,Active,0
TX06406,58:29.8,9541,S4,C3,SF,12.71372534,60.53851177,"(35.92, -84.6908)",2009,131,Pending,Paid,2,2,0,0x78f1,Active,0
TX06407,58:29.8,9056,S6,C4,SF,6.181297217,62.18668936,"(35.3676, -107.0768)",2534,153,Shipped,Overdue,5,2,1,0x03f0,Triggered,0
TX06408,58:29.8,9231,S3,C3,LA,5.520293528,63.4476038,"(36.3645, -93.996)",2556,67,Pending,Paid,7,3,1,0xf5a1,Completed,0
TX06409,58:29.8,9657,S7,C7,Chicago,19.06714546,58.67385758,"(36.9209, -100.2578)",1994,115,Delivered,Paid,1,0,1,0x9cec,Completed,0
TX06410,58:29.8,9434,S6,C3,Chicago,8.862709482,51.62353866,"(38.1744, -117.4701)",2585,79,Shipped,Overdue,2,4,0,0xd067,Active,1
TX06411,58:29.8,9383,S3,C10,LA,10.68452191,65.48100555,"(39.3229, -90.783)",1897,156,Delivered,Overdue,3,7,1,0xf8f5,Active,1
TX06412,58:29.8,9559,S4,C4,SF,16.92916311,42.14033584,"(41.7184, -113.9976)",1754,144,Delivered,Paid,9,7,0,0x2162,Completed,0
TX06413,58:29.8,9193,S10,C2,Chicago,15.3389112,46.83708987,"(34.2477, -114.0048)",1336,180,Delivered,Overdue,8,6,1,0x1cf9,Triggered,0
TX06414,58:29.8,9735,S5,C2,SF,19.5284855,77.01046152,"(37.3797, -110.373)",2866,67,Delivered,Overdue,1,6,0,0x0eb7,Active,0
TX06415,58:29.8,9647,S9,C9,Chicago,6.392588003,59.5526501,"(35.7305, -80.8771)",1268,149,Pending,Paid,9,3,0,0x0c24,Triggered,1
TX06416,58:29.8,9533,S6,C1,NY,15.60379361,72.86735245,"(36.5906, -101.2441)",1055,139,Shipped,Paid,7,8,1,0xb645,Completed,1
TX06417,58:29.8,9517,S4,C1,NY,6.233432792,69.06162767,"(39.4732, -104.7026)",2000,141,Delivered,Paid,9,10,0,0x50b6,Active,1
TX06418,58:29.8,9715,S7,C10,Chicago,5.002482448,52.82836216,"(38.4349, -96.4705)",1219,81,Delivered,Paid,5,5,1,0x55a3,Completed,0
TX06419,58:29.8,9750,S2,C1,Chicago,6.803453393,72.14596252,"(36.0921, -87.7308)",2040,98,Shipped,Paid,5,1,0,0x4a76,Triggered,1
TX06420,58:29.8,9184,S4,C3,Chicago,14.25088772,43.6528976,"(40.6729, -84.7445)",2836,120,Delivered,Paid,1,10,0,0xba89,Triggered,0
TX06421,58:29.8,9871,S5,C2,LA,15.14289124,74.99913017,"(37.1623, -78.0169)",2332,77,Shipped,Paid,7,14,1,0x41cc,Triggered,0
TX06422,58:29.8,9291,S4,C3,Chicago,11.57509809,67.22240005,"(41.1917, -107.9924)",1087,81,Shipped,Paid,8,4,1,0x96e6,Active,0
TX06423,58:29.8,9334,S4,C5,LA,5.691060646,77.08289268,"(34.9915, -79.7786)",2004,135,Pending,Overdue,1,14,0,0xa728,Active,0
TX06424,58:29.8,9731,S9,C9,LA,14.51089087,75.82041601,"(39.9589, -106.0054)",1481,186,Shipped,Paid,5,6,0,0x1cb2,Triggered,1
TX06425,58:29.8,9115,S2,C2,NY,6.287262164,55.21048142,"(36.439, -105.5024)",2060,66,Shipped,Paid,7,11,0,0xd604,Active,0
TX06426,58:29.8,9824,S6,C1,Chicago,7.125894976,74.27330087,"(40.8907, -109.1896)",1653,59,Shipped,Paid,3,7,1,0xbca4,Triggered,1
TX06427,58:29.8,9048,S8,C6,NY,12.68863527,62.52064288,"(39.2087, -82.45)",2136,140,Delivered,Paid,2,13,1,0x7838,Triggered,1
TX06428,58:29.8,9684,S8,C3,NY,10.10559907,46.28457265,"(37.0988, -117.2329)",1197,66,Shipped,Overdue,1,10,1,0x64f7,Active,1
TX06429,58:29.8,9081,S7,C7,LA,11.97130891,73.18203454,"(40.0708, -119.1059)",1936,145,Shipped,Paid,3,6,0,0x86e5,Active,1
TX06430,58:29.8,9833,S10,C6,SF,14.52615355,76.31679035,"(40.647, -103.7613)",2207,105,Pending,Paid,8,9,1,0xf41c,Active,1
TX06431,58:29.8,9332,S4,C7,LA,7.400105542,43.38188831,"(40.4106, -95.4587)",2963,188,Pending,Paid,3,2,0,0x2637,Triggered,0
TX06432,58:29.8,9556,S7,C5,NY,18.3963011,77.22211376,"(36.8737, -79.5302)",2941,94,Pending,Overdue,3,4,1,0xaec9,Active,0
TX06433,58:29.8,9334,S10,C1,LA,13.39220097,64.05059638,"(40.1364, -116.3682)",1851,138,Pending,Overdue,4,14,1,0xc360,Completed,0
TX06434,58:29.8,9531,S6,C3,LA,5.331399133,41.03589662,"(41.4447, -98.9847)",1406,176,Shipped,Paid,3,8,0,0xc51e,Active,0
TX06435,58:29.8,9959,S6,C3,LA,14.42679263,61.67178525,"(35.1917, -85.2955)",2707,66,Delivered,Paid,3,5,1,0xfaee,Triggered,0
TX06436,58:29.8,9220,S2,C7,Chicago,11.94768398,71.86996137,"(38.1409, -89.727)",1415,171,Delivered,Paid,3,9,1,0xf45f,Triggered,1
TX06437,58:29.8,9634,S8,C3,LA,15.52458667,61.32725789,"(39.5523, -111.1264)",2749,104,Delivered,Paid,2,11,1,0xaaf5,Active,1
TX06438,58:29.8,9745,S8,C5,NY,16.76050434,68.28985016,"(41.7669, -115.2506)",1742,54,Pending,Paid,4,3,0,0xd8b3,Active,0
TX06439,58:29.8,9732,S7,C4,LA,19.0826728,75.18330928,"(38.8464, -113.4151)",2137,156,Pending,Overdue,3,5,1,0x350c,Triggered,1
TX06440,58:29.8,9322,S9,C4,Chicago,19.97518691,74.79046041,"(41.0184, -112.2039)",2366,169,Shipped,Overdue,9,14,0,0xcae3,Active,1
TX06441,58:29.8,9850,S8,C7,NY,13.2442549,47.15479672,"(37.5283, -116.0908)",1382,126,Pending,Overdue,4,13,1,0x001c,Triggered,1
TX06442,58:29.8,9002,S9,C1,LA,13.4226253,57.085201,"(37.5843, -119.8172)",2529,119,Shipped,Overdue,5,10,0,0x4a6c,Triggered,0
TX06443,58:29.8,9693,S9,C7,NY,5.336678765,44.44660264,"(37.5478, -89.0448)",1083,91,Shipped,Paid,6,0,1,0xa656,Active,1
TX06444,58:29.8,9205,S6,C8,Chicago,17.9775571,63.80391268,"(35.4626, -95.1156)",2700,116,Delivered,Paid,5,2,0,0x28b9,Completed,1
TX06445,58:29.8,9831,S2,C3,SF,5.430769903,78.18907005,"(37.7951, -104.9259)",1490,141,Pending,Paid,7,3,0,0x409b,Triggered,1
TX06446,58:29.8,9039,S7,C3,Chicago,14.48997211,47.27387892,"(39.3664, -75.2188)",1813,180,Pending,Paid,5,14,1,0x8c68,Completed,1
TX06447,58:29.8,9058,S3,C4,Chicago,6.478654681,56.14521455,"(41.5022, -76.3454)",1550,146,Shipped,Overdue,1,6,0,0x769e,Triggered,0
TX06448,58:29.8,9950,S7,C6,NY,9.287579062,78.161072,"(34.1617, -108.4622)",1249,115,Delivered,Paid,8,1,1,0xdeae,Triggered,1
TX06449,58:29.8,9573,S9,C7,NY,7.104943297,70.00472906,"(41.382, -117.8268)",1618,78,Shipped,Overdue,8,6,1,0xaec0,Active,0
TX06450,58:29.8,9643,S10,C1,SF,7.060914322,42.84677916,"(36.9185, -90.6509)",2441,184,Shipped,Overdue,4,10,0,0xebbb,Active,0
TX06451,58:29.8,9506,S10,C4,SF,6.119014735,57.13662266,"(41.8639, -107.5903)",2360,157,Shipped,Overdue,6,13,0,0xb21d,Active,0
TX06452,58:29.8,9571,S2,C7,SF,9.76822973,79.51542886,"(40.1135, -90.2834)",2486,181,Pending,Paid,1,7,1,0xf5c3,Active,1
TX06453,58:29.8,9883,S6,C2,Chicago,11.35477017,58.12970394,"(38.9077, -86.5679)",1596,70,Pending,Paid,9,12,0,0x7065,Active,1
TX06454,58:29.8,9842,S6,C1,Chicago,11.96709789,65.1760564,"(36.0314, -104.7592)",2145,186,Pending,Paid,6,12,0,0x99f5,Active,0
TX06455,58:29.8,9121,S9,C1,SF,11.59562059,68.03906804,"(38.4837, -100.2458)",2280,61,Delivered,Paid,7,7,1,0xc9c7,Active,0
TX06456,58:29.8,9478,S9,C10,SF,12.85538051,66.55725559,"(39.7759, -83.9717)",1364,105,Pending,Overdue,1,6,0,0x4935,Completed,0
TX06457,58:29.8,9618,S5,C6,SF,17.89680394,60.74873836,"(38.2241, -102.272)",2189,54,Delivered,Paid,4,7,1,0xc255,Active,1
TX06458,58:29.8,9095,S5,C5,LA,14.47694924,45.3118275,"(41.2948, -86.2568)",2889,76,Delivered,Paid,7,7,1,0x973f,Completed,1
TX06459,58:29.8,9858,S9,C1,LA,5.259285065,68.3365944,"(39.3859, -117.4215)",1924,152,Pending,Overdue,4,0,1,0xed8b,Active,1
TX06460,58:29.8,9413,S8,C10,SF,7.594284174,77.33311491,"(38.2228, -114.5324)",2729,69,Pending,Overdue,1,0,1,0x33f3,Active,1
TX06461,58:29.8,9234,S7,C3,Chicago,10.23424733,77.66786589,"(39.2841, -106.5168)",1915,177,Delivered,Overdue,3,6,0,0x480b,Completed,1
TX06462,58:29.8,9897,S8,C7,NY,19.23565563,63.73557625,"(39.908, -84.9832)",2065,78,Pending,Paid,5,7,1,0x0bb7,Triggered,0
TX06463,58:29.8,9061,S6,C9,Chicago,6.171190962,59.68789957,"(36.4033, -76.068)",2592,85,Shipped,Overdue,3,8,1,0x8e92,Triggered,1
TX06464,58:29.8,9255,S3,C9,NY,15.65178894,53.35844401,"(38.1336, -110.1958)",2259,146,Delivered,Overdue,6,4,0,0x1323,Completed,0
TX06465,58:29.8,9560,S7,C6,SF,5.496396976,44.14275955,"(40.2016, -85.7666)",1882,185,Pending,Overdue,8,1,1,0x6e72,Active,1
TX06466,58:29.8,9904,S8,C3,LA,10.43805754,75.32471297,"(37.3112, -90.3624)",1844,147,Delivered,Overdue,7,9,0,0x4fcc,Active,0
TX06467,58:29.8,9347,S8,C1,LA,16.55223146,45.48213682,"(34.1738, -106.8947)",2543,144,Delivered,Paid,7,6,1,0x108d,Completed,0
TX06468,58:29.8,9670,S1,C3,NY,10.15894005,51.51782918,"(41.0518, -109.555)",2238,178,Pending,Paid,3,3,0,0x27e0,Completed,0
TX06469,58:29.8,9123,S7,C10,SF,11.4542309,69.61593883,"(41.2447, -93.9056)",1058,67,Pending,Paid,9,9,1,0xdc83,Completed,1
TX06470,58:29.8,9481,S3,C2,LA,18.57956792,68.19054735,"(41.2233, -114.1108)",1751,104,Delivered,Paid,4,14,0,0x1284,Triggered,1
TX06471,58:29.8,9316,S2,C5,SF,5.99253637,67.24051016,"(37.7114, -106.6593)",2418,159,Pending,Overdue,8,4,0,0xcd29,Active,0
TX06472,58:29.8,9503,S2,C8,SF,12.91493488,69.66827982,"(41.0954, -104.6298)",1342,130,Pending,Paid,3,0,1,0x736a,Triggered,1
TX06473,58:29.8,9718,S8,C5,NY,10.49356338,61.67909656,"(38.7077, -82.7561)",2267,155,Delivered,Overdue,1,13,0,0x733b,Completed,1
TX06474,58:29.8,9047,S9,C1,SF,19.45717507,46.19803905,"(35.8322, -117.9417)",1547,80,Shipped,Paid,3,13,0,0x8e24,Active,1
TX06475,58:29.8,9408,S3,C3,SF,16.90534744,79.93432052,"(37.9531, -89.2351)",1283,113,Pending,Paid,9,3,1,0xfe1e,Triggered,1
TX06476,58:29.8,9931,S3,C5,NY,6.83115166,75.68558349,"(39.7541, -101.2262)",1080,69,Shipped,Overdue,2,4,1,0xdd7b,Active,0
TX06477,58:29.8,9135,S6,C7,LA,18.91114635,57.24608988,"(34.629, -101.8583)",1583,169,Shipped,Overdue,3,8,0,0x7138,Triggered,0
TX06478,58:29.8,9200,S10,C5,Chicago,8.168199462,61.21304439,"(34.9759, -116.7501)",1512,78,Shipped,Overdue,9,4,1,0xcfb3,Active,0
TX06479,58:29.8,9249,S1,C10,SF,6.272264653,55.74203801,"(36.4275, -85.0251)",2372,122,Shipped,Overdue,6,4,1,0x8cf1,Active,1
TX06480,58:29.8,9313,S6,C5,NY,13.1238992,65.51912703,"(40.1468, -92.6383)",1435,82,Pending,Overdue,7,12,1,0x9a2a,Triggered,0
TX06481,58:29.8,9868,S3,C7,LA,16.04947355,69.24560159,"(40.6099, -97.463)",1770,195,Shipped,Overdue,6,7,1,0x5ac9,Active,0
TX06482,58:29.8,9367,S4,C8,SF,15.74076334,49.26252795,"(35.9476, -94.3513)",2292,100,Delivered,Overdue,5,3,1,0x1936,Triggered,0
TX06483,58:29.8,9428,S9,C8,Chicago,13.01084103,57.31186134,"(41.386, -118.3742)",2888,59,Pending,Overdue,1,6,1,0x3a58,Completed,1
TX06484,58:29.8,9829,S3,C7,LA,12.39106212,65.60939147,"(41.7189, -86.5057)",1278,114,Pending,Paid,1,4,0,0x23d3,Completed,0
TX06485,58:29.8,9806,S1,C3,NY,19.54315846,79.52078882,"(39.4899, -92.3775)",1726,77,Shipped,Paid,7,13,1,0x6f53,Completed,1
TX06486,58:29.8,9479,S3,C2,SF,17.30838263,52.99496543,"(36.0619, -80.1415)",2313,146,Pending,Overdue,7,4,0,0x1d08,Triggered,0
TX06487,58:29.8,9313,S7,C1,NY,15.47960057,69.80001787,"(41.7717, -78.414)",2689,172,Shipped,Paid,9,5,0,0x2f4b,Completed,0
TX06488,58:29.8,9499,S7,C6,Chicago,7.928171953,53.86687054,"(34.8705, -86.8569)",2796,195,Shipped,Paid,9,7,0,0xe633,Completed,1
TX06489,58:29.8,9720,S5,C9,Chicago,17.29656037,43.69359012,"(38.4532, -84.5248)",2927,156,Pending,Overdue,3,14,0,0xf26b,Triggered,1
TX06490,58:29.8,9354,S1,C3,NY,16.24671115,70.8058328,"(36.8183, -76.9364)",1592,110,Delivered,Paid,5,13,1,0x494c,Triggered,1
TX06491,58:29.8,9484,S8,C5,SF,19.880399,65.97227532,"(36.5009, -86.791)",1892,186,Pending,Overdue,1,6,0,0x64b4,Active,0
TX06492,58:29.8,9210,S10,C9,NY,6.994926619,60.57358862,"(38.0305, -92.2402)",2688,136,Pending,Paid,7,10,0,0xf96a,Active,0
TX06493,58:29.8,9703,S8,C9,LA,15.72943094,67.00143555,"(34.9253, -92.5123)",1470,92,Pending,Paid,7,7,1,0xd920,Completed,0
TX06494,58:29.8,9043,S10,C7,NY,19.6862479,75.17200216,"(38.5083, -87.6483)",1438,82,Delivered,Overdue,9,2,0,0x6001,Completed,1
TX06495,58:29.8,9540,S10,C4,Chicago,11.93889541,70.26042404,"(36.3016, -82.5472)",2563,69,Pending,Overdue,9,8,1,0x5216,Active,1
TX06496,58:29.8,9570,S10,C2,SF,16.00115665,74.31269692,"(41.5622, -80.3091)",2799,65,Pending,Paid,1,4,0,0xc30f,Completed,1
TX06497,58:29.8,9582,S2,C2,SF,19.63055976,51.60075346,"(37.1308, -85.7008)",2770,132,Pending,Overdue,5,12,1,0x2caf,Triggered,0
TX06498,58:29.8,9091,S10,C4,Chicago,13.21227341,72.01934069,"(36.9202, -81.1599)",1891,167,Pending,Paid,4,12,1,0x50f7,Triggered,0
TX06499,58:29.8,9264,S3,C1,Chicago,15.48562392,54.40037389,"(37.0031, -111.6281)",2298,60,Pending,Overdue,4,6,1,0x3168,Active,1
TX06500,58:29.8,9894,S4,C4,LA,5.30127215,40.82607426,"(37.9125, -113.9211)",1140,157,Delivered,Paid,6,12,1,0x00d5,Active,1
TX06501,58:29.8,9219,S1,C6,Chicago,12.79497658,41.72736946,"(38.6954, -94.0546)",2945,153,Pending,Overdue,6,14,0,0x6e83,Completed,1
TX06502,58:29.8,9901,S4,C6,Chicago,8.837006091,69.21418251,"(37.9265, -92.8321)",1678,111,Pending,Paid,9,13,0,0xbdf3,Completed,0
TX06503,58:29.8,9924,S5,C7,Chicago,6.968669635,50.87637219,"(41.8025, -102.7525)",2330,160,Shipped,Overdue,3,12,1,0xf998,Triggered,1
TX06504,58:29.8,9441,S3,C5,SF,15.62897127,52.30337014,"(37.3822, -107.6687)",1773,168,Pending,Overdue,9,13,1,0xba43,Triggered,1
TX06505,58:29.8,9400,S10,C9,Chicago,5.586342334,64.90312185,"(35.4756, -106.9866)",1268,50,Shipped,Paid,3,10,0,0x7ac2,Triggered,1
TX06506,58:29.8,9399,S2,C2,NY,18.57297727,69.6603704,"(35.7011, -100.5389)",2520,61,Pending,Overdue,6,0,0,0xd1f1,Completed,1
TX06507,58:29.8,9726,S6,C2,NY,12.7666049,62.35537005,"(35.8665, -96.7193)",1051,106,Pending,Paid,7,0,1,0x486b,Completed,0
TX06508,58:29.8,9990,S8,C4,SF,14.72345173,68.25488965,"(36.2905, -100.8895)",1504,122,Pending,Overdue,6,13,1,0x2026,Completed,1
TX06509,58:29.8,9898,S7,C4,LA,8.801521987,77.64211346,"(35.0341, -112.6222)",1246,99,Shipped,Overdue,8,10,1,0x3c6c,Triggered,0
TX06510,58:29.8,9788,S1,C4,LA,7.73289528,74.1663978,"(38.9129, -94.5603)",1854,121,Delivered,Paid,6,6,0,0xc3ed,Completed,0
TX06511,58:29.8,9575,S4,C1,SF,8.656304317,49.63214605,"(35.3697, -106.7336)",1035,144,Delivered,Paid,3,10,1,0x5173,Completed,1
TX06512,58:29.8,9857,S3,C4,NY,8.484394865,76.27166591,"(35.7718, -84.1144)",2913,196,Delivered,Overdue,2,13,1,0x5c15,Active,0
TX06513,58:29.8,9803,S6,C5,SF,17.96752442,51.89057021,"(36.9185, -101.7317)",1106,145,Pending,Overdue,3,5,1,0x60bb,Completed,1
TX06514,58:29.8,9489,S9,C9,Chicago,16.81009102,66.42353036,"(39.3192, -105.3504)",2936,168,Delivered,Paid,2,2,1,0x08a3,Active,1
TX06515,58:29.8,9484,S9,C3,SF,17.79104801,74.98865294,"(37.0225, -84.0944)",1960,182,Delivered,Overdue,4,4,1,0x0ab0,Triggered,0
TX06516,58:29.8,9756,S7,C3,LA,16.02308065,64.93784509,"(40.3562, -92.7943)",2578,80,Shipped,Paid,5,4,1,0xb258,Triggered,1
TX06517,58:29.8,9469,S9,C5,NY,14.65325542,72.24784544,"(38.4718, -111.8546)",2164,71,Delivered,Paid,3,6,1,0x07ce,Triggered,1
TX06518,58:29.8,9573,S8,C10,LA,12.91812035,77.09388436,"(37.7855, -107.6539)",1091,170,Pending,Paid,1,1,0,0x7120,Completed,0
TX06519,58:29.8,9937,S5,C6,LA,8.982227396,78.6774826,"(39.838, -91.7427)",2214,125,Pending,Overdue,1,14,1,0xa44c,Completed,0
TX06520,58:29.8,9843,S9,C3,NY,15.58044437,56.42531721,"(37.0213, -95.9207)",2206,132,Pending,Overdue,2,5,0,0x48d2,Completed,0
TX06521,58:29.8,9681,S7,C1,Chicago,7.048766078,79.71072826,"(37.3686, -113.4104)",1205,150,Shipped,Paid,8,10,0,0xa292,Completed,1
TX06522,58:29.8,9444,S5,C10,NY,12.66592315,50.86724655,"(40.2462, -79.5787)",1879,115,Pending,Overdue,7,11,1,0x8346,Triggered,0
TX06523,58:29.8,9268,S8,C8,NY,7.929121528,58.48746309,"(41.4428, -84.4863)",2677,53,Shipped,Paid,7,14,1,0xb570,Active,1
TX06524,58:29.8,9266,S7,C1,SF,12.57138957,70.42822238,"(40.5731, -117.4924)",1710,70,Pending,Overdue,2,6,0,0x2a05,Active,1
TX06525,58:29.8,9053,S9,C2,NY,9.408611193,78.80614272,"(40.2551, -106.3464)",2636,118,Pending,Overdue,3,11,0,0xaf1b,Triggered,0
TX06526,58:29.8,9527,S10,C3,SF,5.802195043,42.11765445,"(35.1026, -96.5146)",1040,56,Shipped,Overdue,1,4,1,0x075e,Triggered,0
TX06527,58:29.8,9519,S1,C6,LA,12.55563519,77.82566787,"(38.5631, -98.1836)",2450,125,Delivered,Paid,7,0,1,0x54c0,Active,0
TX06528,58:29.8,9615,S9,C4,NY,7.72745313,79.9470199,"(39.2223, -87.8601)",1702,154,Shipped,Overdue,6,13,1,0x6bcb,Triggered,0
TX06529,58:29.8,9058,S7,C4,Chicago,7.417325489,76.38317765,"(35.0969, -92.2384)",2361,95,Shipped,Paid,1,3,0,0xc4cc,Completed,0
TX06530,58:29.8,9824,S1,C9,SF,10.76548847,44.33536862,"(34.4356, -99.8056)",2704,88,Pending,Overdue,5,1,0,0xa0cd,Triggered,0
TX06531,58:29.8,9039,S1,C6,SF,10.42680737,73.62801034,"(34.8004, -99.7673)",1520,116,Shipped,Paid,2,1,1,0xd70d,Triggered,1
TX06532,58:29.8,9236,S5,C2,Chicago,18.00436798,65.59047215,"(35.4035, -86.9506)",1741,149,Shipped,Overdue,6,0,1,0x576b,Triggered,1
TX06533,58:29.8,9954,S8,C7,SF,13.46955534,40.38106157,"(41.1966, -112.3707)",1659,152,Pending,Overdue,3,4,0,0xae8b,Active,0
TX06534,58:29.8,9385,S9,C3,SF,17.81851142,79.37504846,"(39.8933, -113.423)",2940,81,Pending,Overdue,2,0,1,0xaf5e,Active,0
TX06535,58:29.8,9605,S6,C9,Chicago,7.202534812,46.02094893,"(37.4698, -91.8509)",1613,180,Delivered,Paid,3,3,1,0xa73a,Active,1
TX06536,58:29.8,9733,S10,C6,LA,10.35965405,55.87285588,"(38.3018, -117.4282)",2891,145,Shipped,Paid,2,9,0,0x2dc6,Completed,1
TX06537,58:29.8,9715,S8,C8,NY,13.32994426,41.21090016,"(36.9012, -98.8427)",2560,119,Delivered,Paid,3,4,1,0x0d63,Triggered,0
TX06538,58:29.8,9649,S6,C1,NY,7.296921041,52.38076459,"(37.1312, -90.0526)",2770,156,Delivered,Paid,5,9,1,0xc650,Completed,1
TX06539,58:29.8,9299,S6,C2,NY,6.920855995,62.73302893,"(41.1054, -89.9552)",2985,117,Delivered,Paid,8,0,1,0x2807,Active,0
TX06540,58:29.8,9394,S4,C6,NY,14.92102397,77.2341249,"(38.7197, -113.292)",1285,117,Pending,Paid,9,14,0,0x124d,Triggered,1
TX06541,58:29.8,9206,S5,C3,NY,14.80750956,79.61458105,"(36.7908, -95.3271)",2407,190,Shipped,Overdue,5,14,1,0x3509,Triggered,0
TX06542,58:29.8,9335,S2,C1,NY,8.512379961,56.934331,"(41.4724, -106.2848)",1583,148,Delivered,Paid,6,2,0,0x0d55,Active,0
TX06543,58:29.8,9592,S3,C6,SF,8.406853332,57.12735548,"(36.7037, -93.4698)",2560,96,Pending,Overdue,2,6,0,0xc964,Active,0
TX06544,58:29.8,9729,S3,C5,NY,16.18168669,46.41373727,"(41.1976, -95.556)",1255,129,Pending,Paid,2,13,0,0x824f,Active,1
TX06545,58:29.8,9513,S5,C9,SF,6.754817591,59.93435587,"(35.3953, -116.6035)",1093,73,Shipped,Paid,1,1,1,0xc6c5,Active,0
TX06546,58:29.8,9177,S5,C6,Chicago,18.84895245,77.60324063,"(41.1119, -89.8526)",1669,89,Delivered,Paid,9,11,0,0x8b2f,Completed,1
TX06547,58:29.8,9395,S6,C5,LA,19.15607782,46.6158463,"(35.7642, -87.3975)",2484,106,Pending,Overdue,8,4,1,0xea57,Completed,0
TX06548,58:29.8,9370,S5,C1,SF,18.06488485,50.65892972,"(39.7566, -85.2544)",1030,159,Delivered,Overdue,2,8,1,0xebb5,Completed,1
TX06549,58:29.8,9857,S6,C1,LA,8.160159485,75.65271495,"(41.1374, -113.1585)",1607,118,Shipped,Overdue,2,9,0,0xf0fd,Completed,1
