product_id,name,manufacturer,batch_id,manufacture_date,current_location,status
PRD-9753,Component-9753,S1,TX05607,58:29.8,NY,FLAGGED
PRD-9627,Component-9627,S9,TX05608,58:29.8,NY,FLAGGED
PRD-9108,Component-9108,S9,TX05609,58:29.8,Chicago,FLAGGED
PRD-9220,Component-9220,S4,TX05610,58:29.8,NY,VERIFIED
PRD-9903,Component-9903,S2,TX05611,58:29.8,SF,FLAGGED
PRD-9552,Component-9552,S9,TX05612,58:29.8,SF,FLAGGED
PRD-9367,Component-9367,S4,TX05613,58:29.8,LA,FLAGGED
PRD-9146,Component-9146,S6,TX05614,58:29.8,LA,FLAGGED
PRD-9111,Component-9111,S1,TX05615,58:29.8,LA,VERIFIED
PRD-9614,Component-9614,S9,TX05616,58:29.8,Chicago,VERIFIED
PRD-9557,Component-9557,S5,TX05617,58:29.8,LA,FLAGGED
PRD-9923,Component-9923,S3,TX05618,58:29.8,Chicago,FLAGGED
PRD-9493,Component-9493,S4,TX05619,58:29.8,LA,VERIFIED
PRD-9504,Component-9504,S1,TX05620,58:29.8,SF,VERIFIED
PRD-9474,Component-9474,S9,TX05621,58:29.8,LA,FLAGGED
PRD-9835,Component-9835,S8,TX05622,58:29.8,NY,FLAGGED
PRD-9889,Component-9889,S4,TX05623,58:29.8,LA,FLAGGED
PRD-9270,Component-9270,S2,TX05624,58:29.8,NY,FLAGGED
PRD-9994,Component-9994,S9,TX05625,58:29.8,NY,FLAGGED
PRD-9420,Component-9420,S4,TX05626,58:29.8,NY,VERIFIED
PRD-9896,Component-9896,S9,TX05627,58:29.8,NY,VERIFIED
PRD-9706,Component-9706,S10,TX05628,58:29.8,Chicago,VERIFIED
PRD-9366,Component-9366,S3,TX05629,58:29.8,Chicago,FLAGGED
PRD-9279,Component-9279,S7,TX05630,58:29.8,LA,FLAGGED
PRD-9282,Component-9282,S7,TX05631,58:29.8,LA,VERIFIED
PRD-9039,Component-9039,S10,TX05632,58:29.8,Chicago,FLAGGED
PRD-9958,Component-9958,S4,TX05633,58:29.8,LA,FLAGGED
PRD-9188,Component-9188,S2,TX05634,58:29.8,LA,FLAGGED
PRD-9163,Component-9163,S9,TX05635,58:29.8,Chicago,FLAGGED
PRD-9993,Component-9993,S4,TX05636,58:29.8,Chicago,FLAGGED
PRD-9988,Component-9988,S8,TX05637,58:29.8,LA,FLAGGED
PRD-9535,Component-9535,S2,TX05638,58:29.8,Chicago,FLAGGED
PRD-9535,Component-9535,S8,TX05639,58:29.8,SF,FLAGGED
PRD-9003,Component-9003,S10,TX05640,58:29.8,NY,FLAGGED
PRD-9834,Component-9834,S5,TX05641,58:29.8,NY,FLAGGED
PRD-9289,Component-9289,S7,TX05642,58:29.8,SF,FLAGGED
PRD-9952,Component-9952,S7,TX05643,58:29.8,SF,FLAGGED
PRD-9432,Component-9432,S9,TX05644,58:29.8,LA,VERIFIED
PRD-9470,Component-9470,S3,TX05645,58:29.8,LA,FLAGGED
PRD-9180,Component-9180,S10,TX05646,58:29.8,NY,FLAGGED
PRD-9247,Component-9247,S4,TX05647,58:29.8,LA,FLAGGED
PRD-9627,Component-9627,S10,TX05648,58:29.8,NY,VERIFIED
PRD-9278,Component-9278,S4,TX05649,58:29.8,LA,FLAGGED
PRD-9876,Component-9876,S10,TX05650,58:29.8,LA,VERIFIED
PRD-9580,Component-9580,S5,TX05651,58:29.8,NY,FLAGGED
PRD-9862,Component-9862,S6,TX05652,58:29.8,SF,FLAGGED
PRD-9253,Component-9253,S3,TX05653,58:29.8,SF,FLAGGED
PRD-9180,Component-9180,S4,TX05654,58:29.8,LA,FLAGGED
PRD-9829,Component-9829,S3,TX05655,58:29.8,SF,FLAGGED
PRD-9680,Component-9680,S2,TX05656,58:29.8,LA,FLAGGED
PRD-9824,Component-9824,S10,TX05657,58:29.8,Chicago,VERIFIED
PRD-9508,Component-9508,S9,TX05658,58:29.8,Chicago,FLAGGED
PRD-9760,Component-9760,S1,TX05659,58:29.8,Chicago,FLAGGED
PRD-9699,Component-9699,S2,TX05660,58:29.8,SF,FLAGGED
PRD-9565,Component-9565,S8,TX05661,58:29.8,SF,FLAGGED
PRD-9325,Component-9325,S7,TX05662,58:29.8,NY,FLAGGED
PRD-9356,Component-9356,S1,TX05663,58:29.8,SF,FLAGGED
PRD-9824,Component-9824,S5,TX05664,58:29.8,LA,FLAGGED
PRD-9649,Component-9649,S10,TX05665,58:29.8,NY,FLAGGED
PRD-9679,Component-9679,S6,TX05666,58:29.8,SF,FLAGGED
PRD-9390,Component-9390,S5,TX05667,58:29.8,NY,VERIFIED
PRD-9614,Component-9614,S4,TX05668,58:29.8,SF,VERIFIED
PRD-9933,Component-9933,S1,TX05669,58:29.8,LA,FLAGGED
PRD-9084,Component-9084,S7,TX05670,58:29.8,Chicago,FLAGGED
PRD-9316,Component-9316,S9,TX05671,58:29.8,Chicago,FLAGGED
PRD-9211,Component-9211,S6,TX05672,58:29.8,LA,VERIFIED
PRD-9514,Component-9514,S3,TX05673,58:29.8,NY,FLAGGED
PRD-9383,Component-9383,S10,TX05674,58:29.8,Chicago,FLAGGED
PRD-9690,Component-9690,S4,TX05675,58:29.8,SF,VERIFIED
PRD-9341,Component-9341,S10,TX05676,58:29.8,SF,VERIFIED
PRD-9814,Component-9814,S5,TX05677,58:29.8,NY,FLAGGED
PRD-9963,Component-9963,S1,TX05678,58:29.8,NY,VERIFIED
PRD-9987,Component-9987,S5,TX05679,58:29.8,LA,VERIFIED
PRD-9843,Component-9843,S1,TX05680,58:29.8,Chicago,FLAGGED
PRD-9037,Component-9037,S9,TX05681,58:29.8,NY,VERIFIED
PRD-9510,Component-9510,S7,TX05682,58:29.8,Chicago,FLAGGED
PRD-9419,Component-9419,S3,TX05683,58:29.8,Chicago,VERIFIED
PRD-9750,Component-9750,S9,TX05684,58:29.8,SF,VERIFIED
PRD-9168,Component-9168,S2,TX05685,58:29.8,NY,FLAGGED
PRD-9964,Component-9964,S7,TX05686,58:29.8,LA,FLAGGED
PRD-9908,Component-9908,S9,TX05687,58:29.8,NY,FLAGGED
PRD-9342,Component-9342,S6,TX05688,58:29.8,Chicago,FLAGGED
PRD-9825,Component-9825,S10,TX05689,58:29.8,SF,FLAGGED
PRD-9305,Component-9305,S5,TX05690,58:29.8,NY,VERIFIED
PRD-9541,Component-9541,S7,TX05691,58:29.8,NY,FLAGGED
PRD-9701,Component-9701,S6,TX05692,58:29.8,NY,FLAGGED
PRD-9868,Component-9868,S5,TX05693,58:29.8,LA,FLAGGED
PRD-9536,Component-9536,S2,TX05694,58:29.8,LA,VERIFIED
PRD-9111,Component-9111,S8,TX05695,58:29.8,LA,VERIFIED
PRD-9410,Component-9410,S7,TX05696,58:29.8,LA,VERIFIED
PRD-9946,Component-9946,S6,TX05697,58:29.8,SF,VERIFIED
PRD-9205,Component-9205,S5,TX05698,58:29.8,SF,FLAGGED
PRD-9184,Component-9184,S5,TX05699,58:29.8,LA,FLAGGED
PRD-9381,Component-9381,S9,TX05700,58:29.8,Chicago,VERIFIED
PRD-9495,Component-9495,S1,TX05701,58:29.8,LA,VERIFIED
PRD-9378,Component-9378,S9,TX05702,58:29.8,LA,VERIFIED
PRD-9046,Component-9046,S6,TX05703,58:29.8,Chicago,VERIFIED
PRD-9885,Component-9885,S4,TX05704,58:29.8,NY,FLAGGED
PRD-9739,Component-9739,S10,TX05705,58:29.8,Chicago,FLAGGED
PRD-9550,Component-9550,S7,TX05706,58:29.8,Chicago,VERIFIED
PRD-9527,Component-9527,S9,TX05707,58:29.8,SF,FLAGGED
PRD-9503,Component-9503,S5,TX05708,58:29.8,NY,VERIFIED
PRD-9021,Component-9021,S5,TX05709,58:29.8,Chicago,VERIFIED
PRD-9212,Component-9212,S8,TX05710,58:29.8,LA,VERIFIED
PRD-9309,Component-9309,S7,TX05711,58:29.8,Chicago,VERIFIED
PRD-9660,Component-9660,S8,TX05712,58:29.8,SF,FLAGGED
PRD-9967,Component-9967,S10,TX05713,58:29.8,Chicago,FLAGGED
PRD-9752,Component-9752,S2,TX05714,58:29.8,LA,FLAGGED
PRD-9271,Component-9271,S9,TX05715,58:29.8,NY,VERIFIED
PRD-9570,Component-9570,S3,TX05716,58:29.8,SF,VERIFIED
PRD-9798,Component-9798,S6,TX05717,58:29.8,NY,FLAGGED
PRD-9937,Component-9937,S6,TX05718,58:29.8,SF,VERIFIED
PRD-9201,Component-9201,S2,TX05719,58:29.8,LA,FLAGGED
PRD-9031,Component-9031,S7,TX05720,58:29.8,SF,FLAGGED
PRD-9442,Component-9442,S9,TX05721,58:29.8,NY,FLAGGED
PRD-9161,Component-9161,S10,TX05722,58:29.8,NY,FLAGGED
PRD-9766,Component-9766,S1,TX05723,58:29.8,Chicago,VERIFIED
PRD-9253,Component-9253,S8,TX05724,58:29.8,NY,FLAGGED
PRD-9520,Component-9520,S2,TX05725,58:29.8,Chicago,FLAGGED
PRD-9976,Component-9976,S1,TX05726,58:29.8,NY,FLAGGED
PRD-9650,Component-9650,S8,TX05727,58:29.8,Chicago,FLAGGED
PRD-9479,Component-9479,S2,TX05728,58:29.8,LA,VERIFIED
PRD-9009,Component-9009,S6,TX05729,58:29.8,Chicago,VERIFIED
PRD-9725,Component-9725,S6,TX05730,58:29.8,NY,FLAGGED
PRD-9504,Component-9504,S5,TX05731,58:29.8,LA,VERIFIED
PRD-9784,Component-9784,S8,TX05732,58:29.8,SF,FLAGGED
PRD-9835,Component-9835,S3,TX05733,58:29.8,NY,VERIFIED
PRD-9559,Component-9559,S10,TX05734,58:29.8,Chicago,FLAGGED
PRD-9435,Component-9435,S4,TX05735,58:29.8,SF,FLAGGED
PRD-9110,Component-9110,S7,TX05736,58:29.8,Chicago,FLAGGED
PRD-9152,Component-9152,S7,TX05737,58:29.8,SF,VERIFIED
PRD-9634,Component-9634,S8,TX05738,58:29.8,LA,FLAGGED
PRD-9916,Component-9916,S2,TX05739,58:29.8,NY,FLAGGED
PRD-9868,Component-9868,S2,TX05740,58:29.8,LA,FLAGGED
PRD-9101,Component-9101,S4,TX05741,58:29.8,NY,FLAGGED
PRD-9752,Component-9752,S10,TX05742,58:29.8,SF,VERIFIED
PRD-9832,Component-9832,S9,TX05743,58:29.8,LA,VERIFIED
PRD-9190,Component-9190,S10,TX05744,58:29.8,NY,FLAGGED
PRD-9728,Component-9728,S9,TX05745,58:29.8,SF,FLAGGED
PRD-9562,Component-9562,S4,TX05746,58:29.8,LA,FLAGGED
PRD-9803,Component-9803,S9,TX05747,58:29.8,LA,FLAGGED
PRD-9080,Component-9080,S3,TX05748,58:29.8,LA,FLAGGED
PRD-9488,Component-9488,S5,TX05749,58:29.8,LA,FLAGGED
PRD-9894,Component-9894,S10,TX05750,58:29.8,Chicago,VERIFIED
PRD-9087,Component-9087,S9,TX05751,58:29.8,SF,FLAGGED
PRD-9193,Component-9193,S6,TX05752,58:29.8,Chicago,FLAGGED
PRD-9103,Component-9103,S3,TX05753,58:29.8,SF,VERIFIED
PRD-9782,Component-9782,S10,TX05754,58:29.8,SF,FLAGGED
PRD-9095,Component-9095,S9,TX05755,58:29.8,SF,FLAGGED
PRD-9422,Component-9422,S6,TX05756,58:29.8,NY,FLAGGED
PRD-9890,Component-9890,S4,TX05757,58:29.8,SF,FLAGGED
PRD-9197,Component-9197,S4,TX05758,58:29.8,LA,FLAGGED
PRD-9000,Component-9000,S8,TX05759,58:29.8,Chicago,FLAGGED
PRD-9406,Component-9406,S7,TX05760,58:29.8,LA,FLAGGED
PRD-9377,Component-9377,S1,TX05761,58:29.8,LA,VERIFIED
PRD-9166,Component-9166,S6,TX05762,58:29.8,Chicago,FLAGGED
PRD-9508,Component-9508,S8,TX05763,58:29.8,LA,FLAGGED
PRD-9637,Component-9637,S3,TX05764,58:29.8,NY,FLAGGED
PRD-9312,Component-9312,S9,TX05765,58:29.8,LA,FLAGGED
PRD-9592,Component-9592,S10,TX05766,58:29.8,LA,FLAGGED
PRD-9417,Component-9417,S2,TX05767,58:29.8,Chicago,FLAGGED
PRD-9762,Component-9762,S6,TX05768,58:29.8,LA,VERIFIED
PRD-9680,Component-9680,S1,TX05769,58:29.8,Chicago,VERIFIED
PRD-9476,Component-9476,S2,TX05770,58:29.8,SF,FLAGGED
PRD-9072,Component-9072,S5,TX05771,58:29.8,SF,FLAGGED
PRD-9140,Component-9140,S1,TX05772,58:29.8,NY,FLAGGED
PRD-9581,Component-9581,S8,TX05773,58:29.8,Chicago,FLAGGED
PRD-9261,Component-9261,S1,TX05774,58:29.8,Chicago,FLAGGED
PRD-9339,Component-9339,S9,TX05775,58:29.8,Chicago,FLAGGED
PRD-9307,Component-9307,S10,TX05776,58:29.8,NY,FLAGGED
PRD-9244,Component-9244,S3,TX05777,58:29.8,NY,FLAGGED
PRD-9514,Component-9514,S2,TX05778,58:29.8,LA,VERIFIED
PRD-9336,Component-9336,S1,TX05779,58:29.8,Chicago,FLAGGED
PRD-9574,Component-9574,S9,TX05780,58:29.8,NY,FLAGGED
PRD-9560,Component-9560,S4,TX05781,58:29.8,SF,VERIFIED
PRD-9075,Component-9075,S1,TX05782,58:29.8,SF,FLAGGED
PRD-9879,Component-9879,S1,TX05783,58:29.8,Chicago,FLAGGED
PRD-9174,Component-9174,S7,TX05784,58:29.8,SF,FLAGGED
PRD-9108,Component-9108,S2,TX05785,58:29.8,LA,FLAGGED
PRD-9182,Component-9182,S7,TX05786,58:29.8,LA,FLAGGED
PRD-9191,Component-9191,S7,TX05787,58:29.8,Chicago,VERIFIED
PRD-9064,Component-9064,S10,TX05788,58:29.8,NY,FLAGGED
PRD-9848,Component-9848,S9,TX05789,58:29.8,NY,FLAGGED
PRD-9962,Component-9962,S7,TX05790,58:29.8,NY,VERIFIED
PRD-9473,Component-9473,S1,TX05791,58:29.8,NY,FLAGGED
PRD-9782,Component-9782,S8,TX05792,58:29.8,Chicago,FLAGGED
PRD-9099,Component-9099,S8,TX05793,58:29.8,LA,FLAGGED
PRD-9543,Component-9543,S4,TX05794,58:29.8,Chicago,VERIFIED
PRD-9863,Component-9863,S8,TX05795,58:29.8,Chicago,FLAGGED
PRD-9127,Component-9127,S4,TX05796,58:29.8,SF,FLAGGED
PRD-9451,Component-9451,S8,TX05797,58:29.8,LA,FLAGGED
PRD-9913,Component-9913,S5,TX05798,58:29.8,NY,VERIFIED
PRD-9368,Component-9368,S4,TX05799,58:29.8,LA,FLAGGED
PRD-9850,Component-9850,S6,TX05800,58:29.8,SF,VERIFIED
PRD-9042,Component-9042,S2,TX05801,58:29.8,Chicago,FLAGGED
PRD-9883,Component-9883,S2,TX05802,58:29.8,LA,FLAGGED
PRD-9418,Component-9418,S2,TX05803,58:29.8,SF,FLAGGED
PRD-9487,Component-9487,S9,TX05804,58:29.8,Chicago,FLAGGED
PRD-9077,Component-9077,S10,TX05805,58:29.8,NY,FLAGGED
PRD-9825,Component-9825,S3,TX05806,58:29.8,LA,FLAGGED
PRD-9800,Component-9800,S10,TX05807,58:29.8,NY,FLAGGED
PRD-9269,Component-9269,S4,TX05808,58:29.8,NY,FLAGGED
PRD-9673,Component-9673,S10,TX05809,58:29.8,SF,FLAGGED
PRD-9700,Component-9700,S8,TX05810,58:29.8,SF,FLAGGED
PRD-9758,Component-9758,S4,TX05811,58:29.8,Chicago,FLAGGED
PRD-9899,Component-9899,S10,TX05812,58:29.8,NY,FLAGGED
PRD-9727,Component-9727,S10,TX05813,58:29.8,SF,FLAGGED
PRD-9314,Component-9314,S7,TX05814,58:29.8,SF,FLAGGED
PRD-9924,Component-9924,S5,TX05815,58:29.8,NY,FLAGGED
PRD-9850,Component-9850,S9,TX05816,58:29.8,Chicago,FLAGGED
PRD-9901,Component-9901,S4,TX05817,58:29.8,NY,FLAGGED
PRD-9888,Component-9888,S3,TX05818,58:29.8,Chicago,FLAGGED
PRD-9992,Component-9992,S2,TX05819,58:29.8,Chicago,FLAGGED
PRD-9944,Component-9944,S1,TX05820,58:29.8,SF,VERIFIED
PRD-9167,Component-9167,S6,TX05821,58:29.8,NY,FLAGGED
PRD-9338,Component-9338,S10,TX05822,58:29.8,NY,FLAGGED
PRD-9192,Component-9192,S2,TX05823,58:29.8,SF,FLAGGED
PRD-9452,Component-9452,S8,TX05824,58:29.8,LA,FLAGGED
PRD-9282,Component-9282,S6,TX05825,58:29.8,LA,VERIFIED
PRD-9335,Component-9335,S5,TX05826,58:29.8,NY,VERIFIED
PRD-9389,Component-9389,S2,TX05827,58:29.8,SF,FLAGGED
PRD-9999,Component-9999,S7,TX05828,58:29.8,Chicago,FLAGGED
PRD-9524,Component-9524,S2,TX05829,58:29.8,Chicago,FLAGGED
PRD-9239,Component-9239,S5,TX05830,58:29.8,NY,FLAGGED
PRD-9831,Component-9831,S2,TX05831,58:29.8,SF,FLAGGED
PRD-9957,Component-9957,S10,TX05832,58:29.8,NY,FLAGGED
PRD-9482,Component-9482,S2,TX05833,58:29.8,NY,FLAGGED
PRD-9658,Component-9658,S7,TX05834,58:29.8,SF,FLAGGED
PRD-9715,Component-9715,S9,TX05835,58:29.8,NY,FLAGGED
PRD-9591,Component-9591,S5,TX05836,58:29.8,Chicago,VERIFIED
PRD-9890,Component-9890,S7,TX05837,58:29.8,LA,FLAGGED
PRD-9554,Component-9554,S4,TX05838,58:29.8,Chicago,FLAGGED
PRD-9457,Component-9457,S2,TX05839,58:29.8,LA,FLAGGED
PRD-9088,Component-9088,S3,TX05840,58:29.8,SF,FLAGGED
PRD-9659,Component-9659,S2,TX05841,58:29.8,NY,FLAGGED
PRD-9094,Component-9094,S5,TX05842,58:29.8,LA,FLAGGED
PRD-9451,Component-9451,S6,TX05843,58:29.8,SF,FLAGGED
PRD-9427,Component-9427,S7,TX05844,58:29.8,SF,VERIFIED
PRD-9150,Component-9150,S3,TX05845,58:29.8,SF,FLAGGED
PRD-9513,Component-9513,S4,TX05846,58:29.8,Chicago,VERIFIED
PRD-9375,Component-9375,S8,TX05847,58:29.8,Chicago,FLAGGED
PRD-9021,Component-9021,S4,TX05848,58:29.8,LA,VERIFIED
PRD-9882,Component-9882,S7,TX05849,58:29.8,LA,FLAGGED
PRD-9312,Component-9312,S6,TX05850,58:29.8,Chicago,FLAGGED
PRD-9996,Component-9996,S7,TX05851,58:29.8,LA,FLAGGED
PRD-9839,Component-9839,S1,TX05852,58:29.8,LA,FLAGGED
PRD-9518,Component-9518,S3,TX05853,58:29.8,NY,FLAGGED
PRD-9205,Component-9205,S6,TX05854,58:29.8,LA,FLAGGED
PRD-9951,Component-9951,S3,TX05855,58:29.8,SF,FLAGGED
PRD-9374,Component-9374,S7,TX05856,58:29.8,NY,FLAGGED
PRD-9450,Component-9450,S9,TX05857,58:29.8,LA,FLAGGED
PRD-9625,Component-9625,S3,TX05858,58:29.8,NY,FLAGGED
PRD-9783,Component-9783,S1,TX05859,58:29.8,SF,VERIFIED
PRD-9594,Component-9594,S10,TX05860,58:29.8,LA,FLAGGED
PRD-9178,Component-9178,S6,TX05861,58:29.8,NY,FLAGGED
PRD-9209,Component-9209,S1,TX05862,58:29.8,LA,FLAGGED
PRD-9499,Component-9499,S1,TX05863,58:29.8,NY,FLAGGED
PRD-9463,Component-9463,S8,TX05864,58:29.8,NY,FLAGGED
PRD-9839,Component-9839,S9,TX05865,58:29.8,SF,VERIFIED
PRD-9123,Component-9123,S2,TX05866,58:29.8,SF,FLAGGED
PRD-9992,Component-9992,S9,TX05867,58:29.8,LA,FLAGGED
PRD-9112,Component-9112,S5,TX05868,58:29.8,Chicago,FLAGGED
PRD-9011,Component-9011,S8,TX05869,58:29.8,LA,FLAGGED
PRD-9125,Component-9125,S7,TX05870,58:29.8,NY,FLAGGED
PRD-9564,Component-9564,S7,TX05871,58:29.8,SF,FLAGGED
PRD-9330,Component-9330,S4,TX05872,58:29.8,SF,FLAGGED
PRD-9900,Component-9900,S2,TX05873,58:29.8,NY,FLAGGED
PRD-9282,Component-9282,S5,TX05874,58:29.8,Chicago,FLAGGED
PRD-9139,Component-9139,S3,TX05875,58:29.8,SF,FLAGGED
PRD-9400,Component-9400,S9,TX05876,58:29.8,Chicago,FLAGGED
PRD-9901,Component-9901,S6,TX05877,58:29.8,SF,FLAGGED
PRD-9096,Component-9096,S1,TX05878,58:29.8,NY,VERIFIED
PRD-9516,Component-9516,S3,TX05879,58:29.8,LA,FLAGGED
PRD-9568,Component-9568,S4,TX05880,58:29.8,LA,VERIFIED
PRD-9923,Component-9923,S9,TX05881,58:29.8,Chicago,VERIFIED
PRD-9845,Component-9845,S6,TX05882,58:29.8,LA,FLAGGED
PRD-9068,Component-9068,S4,TX05883,58:29.8,NY,VERIFIED
PRD-9117,Component-9117,S1,TX05884,58:29.8,LA,FLAGGED
PRD-9887,Component-9887,S8,TX05885,58:29.8,Chicago,FLAGGED
PRD-9058,Component-9058,S2,TX05886,58:29.8,NY,FLAGGED
PRD-9032,Component-9032,S8,TX05887,58:29.8,NY,FLAGGED
PRD-9317,Component-9317,S6,TX05888,58:29.8,SF,FLAGGED
PRD-9049,Component-9049,S8,TX05889,58:29.8,SF,FLAGGED
PRD-9879,Component-9879,S6,TX05890,58:29.8,LA,FLAGGED
PRD-9488,Component-9488,S5,TX05891,58:29.8,Chicago,FLAGGED
PRD-9018,Component-9018,S5,TX05892,58:29.8,NY,VERIFIED
PRD-9725,Component-9725,S10,TX05893,58:29.8,LA,FLAGGED
PRD-9196,Component-9196,S10,TX05894,58:29.8,LA,FLAGGED
PRD-9890,Component-9890,S8,TX05895,58:29.8,SF,FLAGGED
PRD-9449,Component-9449,S7,TX05896,58:29.8,LA,FLAGGED
PRD-9989,Component-9989,S8,TX05897,58:29.8,LA,FLAGGED
PRD-9558,Component-9558,S8,TX05898,58:29.8,SF,VERIFIED
PRD-9678,Component-9678,S7,TX05899,58:29.8,LA,FLAGGED
PRD-9451,Component-9451,S2,TX05900,58:29.8,LA,FLAGGED
PRD-9288,Component-9288,S9,TX05901,58:29.8,NY,VERIFIED
PRD-9140,Component-9140,S7,TX05902,58:29.8,LA,FLAGGED
PRD-9083,Component-9083,S6,TX05903,58:29.8,SF,VERIFIED
PRD-9693,Component-9693,S9,TX05904,58:29.8,SF,VERIFIED
PRD-9390,Component-9390,S1,TX05905,58:29.8,NY,FLAGGED
PRD-9590,Component-9590,S2,TX05906,58:29.8,SF,FLAGGED
PRD-9214,Component-9214,S1,TX05907,58:29.8,SF,FLAGGED
PRD-9525,Component-9525,S10,TX05908,58:29.8,SF,FLAGGED
PRD-9214,Component-9214,S3,TX05909,58:29.8,LA,FLAGGED
PRD-9402,Component-9402,S5,TX05910,58:29.8,NY,FLAGGED
PRD-9127,Component-9127,S1,TX05911,58:29.8,Chicago,VERIFIED
PRD-9821,Component-9821,S4,TX05912,58:29.8,NY,FLAGGED
PRD-9476,Component-9476,S8,TX05913,58:29.8,NY,FLAGGED
PRD-9759,Component-9759,S6,TX05914,58:29.8,NY,FLAGGED
PRD-9403,Component-9403,S1,TX05915,58:29.8,Chicago,VERIFIED
PRD-9028,Component-9028,S1,TX05916,58:29.8,Chicago,VERIFIED
PRD-9791,Component-9791,S3,TX05917,58:29.8,SF,FLAGGED
PRD-9337,Component-9337,S10,TX05918,58:29.8,LA,FLAGGED
PRD-9830,Component-9830,S8,TX05919,58:29.8,SF,FLAGGED
PRD-9713,Component-9713,S8,TX05920,58:29.8,SF,FLAGGED
PRD-9360,Component-9360,S3,TX05921,58:29.8,Chicago,FLAGGED
PRD-9568,Component-9568,S7,TX05922,58:29.8,SF,FLAGGED
PRD-9391,Component-9391,S3,TX05923,58:29.8,SF,FLAGGED
PRD-9217,Component-9217,S4,TX05924,58:29.8,Chicago,FLAGGED
PRD-9573,Component-9573,S9,TX05925,58:29.8,NY,FLAGGED
PRD-9668,Component-9668,S4,TX05926,58:29.8,NY,FLAGGED
PRD-9201,Component-9201,S3,TX05927,58:29.8,Chicago,VERIFIED
PRD-9016,Component-9016,S5,TX05928,58:29.8,LA,FLAGGED
PRD-9321,Component-9321,S7,TX05929,58:29.8,SF,FLAGGED
PRD-9517,Component-9517,S5,TX05930,58:29.8,NY,FLAGGED
PRD-9569,Component-9569,S4,TX05931,58:29.8,Chicago,FLAGGED
PRD-9324,Component-9324,S8,TX05932,58:29.8,LA,FLAGGED
PRD-9411,Component-9411,S4,TX05933,58:29.8,SF,FLAGGED
PRD-9317,Component-9317,S2,TX05934,58:29.8,Chicago,FLAGGED
PRD-9680,Component-9680,S10,TX05935,58:29.8,Chicago,FLAGGED
PRD-9964,Component-9964,S6,TX05936,58:29.8,Chicago,FLAGGED
PRD-9081,Component-9081,S2,TX05937,58:29.8,SF,FLAGGED
PRD-9473,Component-9473,S3,TX05938,58:29.8,NY,FLAGGED
PRD-9467,Component-9467,S1,TX05939,58:29.8,SF,FLAGGED
PRD-9424,Component-9424,S5,TX05940,58:29.8,SF,FLAGGED
PRD-9944,Component-9944,S9,TX05941,58:29.8,NY,FLAGGED
PRD-9730,Component-9730,S2,TX05942,58:29.8,Chicago,FLAGGED
PRD-9688,Component-9688,S7,TX05943,58:29.8,LA,VERIFIED
PRD-9203,Component-9203,S5,TX05944,58:29.8,LA,VERIFIED
PRD-9582,Component-9582,S2,TX05945,58:29.8,NY,FLAGGED
PRD-9386,Component-9386,S8,TX05946,58:29.8,NY,FLAGGED
PRD-9777,Component-9777,S6,TX05947,58:29.8,Chicago,FLAGGED
PRD-9097,Component-9097,S4,TX05948,58:29.8,LA,FLAGGED
PRD-9344,Component-9344,S4,TX05949,58:29.8,LA,FLAGGED
PRD-9802,Component-9802,S2,TX05950,58:29.8,Chicago,FLAGGED
PRD-9207,Component-9207,S3,TX05951,58:29.8,NY,VERIFIED
PRD-9513,Component-9513,S7,TX05952,58:29.8,NY,FLAGGED
PRD-9635,Component-9635,S3,TX05953,58:29.8,Chicago,FLAGGED
PRD-9791,Component-9791,S5,TX05954,58:29.8,NY,FLAGGED
PRD-9585,Component-9585,S10,TX05955,58:29.8,SF,FLAGGED
PRD-9165,Component-9165,S6,TX05956,58:29.8,NY,FLAGGED
PRD-9021,Component-9021,S6,TX05957,58:29.8,SF,FLAGGED
PRD-9153,Component-9153,S4,TX05958,58:29.8,LA,FLAGGED
PRD-9938,Component-9938,S6,TX05959,58:29.8,LA,FLAGGED
PRD-9438,Component-9438,S3,TX05960,58:29.8,NY,FLAGGED
PRD-9294,Component-9294,S7,TX05961,58:29.8,Chicago,FLAGGED
PRD-9218,Component-9218,S7,TX05962,58:29.8,NY,FLAGGED
PRD-9668,Component-9668,S4,TX05963,58:29.8,Chicago,FLAGGED
PRD-9494,Component-9494,S2,TX05964,58:29.8,LA,FLAGGED
PRD-9229,Component-9229,S7,TX05965,58:29.8,LA,FLAGGED
PRD-9019,Component-9019,S3,TX05966,58:29.8,LA,FLAGGED
PRD-9986,Component-9986,S1,TX05967,58:29.8,Chicago,FLAGGED
PRD-9552,Component-9552,S2,TX05968,58:29.8,Chicago,VERIFIED
PRD-9949,Component-9949,S10,TX05969,58:29.8,LA,FLAGGED
PRD-9147,Component-9147,S9,TX05970,58:29.8,NY,FLAGGED
PRD-9107,Component-9107,S8,TX05971,58:29.8,Chicago,FLAGGED
PRD-9402,Component-9402,S6,TX05972,58:29.8,SF,FLAGGED
PRD-9595,Component-9595,S6,TX05973,58:29.8,LA,FLAGGED
PRD-9482,Component-9482,S1,TX05974,58:29.8,Chicago,FLAGGED
PRD-9366,Component-9366,S2,TX05975,58:29.8,LA,FLAGGED
PRD-9833,Component-9833,S4,TX05976,58:29.8,SF,FLAGGED
PRD-9413,Component-9413,S3,TX05977,58:29.8,NY,FLAGGED
PRD-9308,Component-9308,S1,TX05978,58:29.8,SF,FLAGGED
